3.619196172498827800e+06,6.180816812554269098e+06
3.677036156236713752e+06,6.069664066342597827e+06
3.565914759740217589e+06,6.186508290221327916e+06
3.842131226697679609e+06,6.169437351798334159e+06
3.474639675461496226e+06,6.003079729115130380e+06
3.325761751882295124e+06,6.089178525190892629e+06
3.539524025896602776e+06,6.127795541314675473e+06
3.591986353746324312e+06,6.219235258435850963e+06
3.681341840818849858e+06,6.273689750219165348e+06
3.660131024724494666e+06,6.192050227179683745e+06
3.739667344593634829e+06,6.269732535860922188e+06
3.638473530013042968e+06,6.040308152154109441e+06
3.470301074921905063e+06,6.265952216896710917e+06
3.596715769442917779e+06,6.106485984215147793e+06
3.841711698959405534e+06,6.111776754043456167e+06
3.611482046417108271e+06,6.148437746857631952e+06
3.360469907477504108e+06,6.264965466449881904e+06
3.460068154156761710e+06,6.265212471764493734e+06
3.797502255387439393e+06,6.213308355515334755e+06
3.310836434519249015e+06,6.238824068712253124e+06
3.643095012251672335e+06,6.260668933251458220e+06
3.498827958904957399e+06,6.216805611023543403e+06
3.870500333585314918e+06,5.942557880113257095e+06
3.657363764794629533e+06,6.067998335630855523e+06
3.591388657181843650e+06,6.087545736006896943e+06
3.360832821769375354e+06,6.155151094703849405e+06
3.393305661316909827e+06,6.266288023434838280e+06
3.812787403442091774e+06,6.108361348375345580e+06
3.743617308418720029e+06,6.216092644702620804e+06
3.484587454141311347e+06,6.198777648487377912e+06
3.557588675838004332e+06,6.268087311641827226e+06
3.727738260585571174e+06,6.069937953239609487e+06
3.638130454441336449e+06,6.076067944146102294e+06
3.834739163872675970e+06,6.151247459000716917e+06
3.827713198464697227e+06,6.216652177322356030e+06
3.661843738167877775e+06,6.266745188633294776e+06
3.345790515832170378e+06,5.972353073531758040e+06
3.640675585477062035e+06,6.111780437046855688e+06
3.366081645733394660e+06,6.182680480190722272e+06
3.567258161748711485e+06,6.122183110393467359e+06
3.656420283253566828e+06,6.132284727925012819e+06
3.830475839086776134e+06,6.243662042471675202e+06
3.377350072960494086e+06,6.063844402160301805e+06
3.707413383558374830e+06,6.119642003955317661e+06
3.651350031874774955e+06,6.180426436644030735e+06
3.782022295979552902e+06,6.095463228573067114e+06
3.586286567046661861e+06,6.129714087309905328e+06
3.819510306970407255e+06,6.220661500463518314e+06
3.590317743120501749e+06,6.071850828309848905e+06
3.541843914442935959e+06,6.277217126531196758e+06
3.549869215227693319e+06,6.229062609407992102e+06
3.545843061351951677e+06,6.145560259082884528e+06
3.698767907342600636e+06,6.092218036733406596e+06
3.409002387033157051e+06,5.969811047179536894e+06
3.860597622902180068e+06,6.258147517507800832e+06
3.496071049089143053e+06,6.225666626387722790e+06
3.370357819456885569e+06,6.134549695311321877e+06
3.869186666611972731e+06,5.977843527937655337e+06
3.855757080627833959e+06,6.155199013425674289e+06
3.553836904647213407e+06,6.231861813057596795e+06
3.498937887668060139e+06,6.155474273205288686e+06
3.760658002799997572e+06,6.066734016908147372e+06
3.491825164898211602e+06,6.269878931349761784e+06
3.564335404288084246e+06,6.223973907584002241e+06
3.610634370949705131e+06,6.144065365714105777e+06
3.338188804259064607e+06,6.179275634444266558e+06
3.726177108666140120e+06,6.185643163365690969e+06
3.325346693425056525e+06,6.174431576491788030e+06
3.376935102324326988e+06,6.009673953837285750e+06
3.451682252148489468e+06,6.082717714837827720e+06
3.583498115943380632e+06,6.286169633250616491e+06
3.759916918822623324e+06,6.101601774056866765e+06
3.674875584929815494e+06,6.187735068733571097e+06
3.675405529744642321e+06,6.041696569265251979e+06
3.385447825475703459e+06,6.156348596181005239e+06
3.542518187502270564e+06,6.156993943968344480e+06
3.341465005058703478e+06,6.020943259444668889e+06
3.695328577177926898e+06,6.180327202771244571e+06
3.437107403074953239e+06,6.060854786826379597e+06
3.554945944351981860e+06,6.196100463989188895e+06
3.374508815867786761e+06,5.966919576587104239e+06
3.783673673710963223e+06,6.190400762399488129e+06
3.883318137316727545e+06,6.103494813931513578e+06
3.857215598742856644e+06,6.098675633694901131e+06
3.631175639042748604e+06,6.159216111721698195e+06
3.788740934201169293e+06,6.200603222036899999e+06
3.690632391612594016e+06,6.075801407785827294e+06
3.437294240582025610e+06,5.974041588387658820e+06
3.865011682824592106e+06,6.081436699606256559e+06
3.430417245524012949e+06,6.160352148994607851e+06
3.825410985635695979e+06,6.145782329131674953e+06
3.386699967048289254e+06,6.218916456751580350e+06
3.336421033579782583e+06,6.057715144050994888e+06
3.342919727583311498e+06,6.117937276875132695e+06
3.487640451286485419e+06,6.247052543885246851e+06
3.445108028197509237e+06,6.073821191479142755e+06
3.850600671649676282e+06,6.042202457673434168e+06
3.781808972747839522e+06,6.212126042070855387e+06
3.638052639070052188e+06,6.006444084939255379e+06
3.612122609042495955e+06,6.064777018454370089e+06
3.324976618096922524e+06,6.189576854221927002e+06
3.425995818481029011e+06,6.287196010182152502e+06
3.348631847672363278e+06,6.213591909098202363e+06
3.607961561284739990e+06,6.067957941911404021e+06
3.347800312499731313e+06,5.982380158639046364e+06
3.764762807861780282e+06,6.124496799843340181e+06
3.414604319235687610e+06,6.057581390264938585e+06
3.566629377662747633e+06,6.166581160347074270e+06
3.670061824341626838e+06,6.142785095615049824e+06
3.813030298578787595e+06,6.247712217250248417e+06
3.368206986708942801e+06,6.111023311106896959e+06
3.648210515412873589e+06,6.176201503343793564e+06
3.808397438124503940e+06,6.166073921429067850e+06
3.870908110396567732e+06,6.213017484402297996e+06
3.663405369834938087e+06,6.075764590829031542e+06
3.550912761565493420e+06,6.227611298629572615e+06
3.637336822519962210e+06,6.198920906311724335e+06
3.801553295541842934e+06,6.265608048394206911e+06
